id,poly,x,y
6,7,-0.00765,-0.548543
6,7,-0.004666,-0.550436
6,7,-0.00256,-0.549449
6,7,-0.002065,-0.548379
6,7,0.000535,-0.547485
6,7,0.000645,-0.546064
6,7,0.003377,-0.544066
6,7,0.004384,-0.54514
6,7,0.00688,-0.545113
6,7,0.00824,-0.547252
6,7,0.009676,-0.547251
6,7,0.012601,-0.548799
6,7,0.015246,-0.548627
6,7,0.016215,-0.54994
6,7,0.019076,-0.54782
6,7,0.019489,-0.546584
6,7,0.018604,-0.54478
6,7,0.021116,-0.544218
6,7,0.02558,-0.542306
6,7,0.026581,-0.540976
6,7,0.030671,-0.540363
6,7,0.032459,-0.538945
6,7,0.031628,-0.536593
6,7,0.033182,-0.534093
6,7,0.034995,-0.533711
6,7,0.037538,-0.535007
6,7,0.037479,-0.536492
6,7,0.039024,-0.53678
6,7,0.039263,-0.538545
6,7,0.040497,-0.53975
6,7,0.04213,-0.538802
6,7,0.04552,-0.541059
6,7,0.050629,-0.539124
6,7,0.05071,-0.536501
6,7,0.052237,-0.535826
6,7,0.053313,-0.534034
6,7,0.056033,-0.535182
6,7,0.058042,-0.534808
6,7,0.059039,-0.532854
6,7,0.063399,-0.533139
6,7,0.064939,-0.533761
6,7,0.064938,-0.531313
6,7,0.065889,-0.528774
6,7,0.068081,-0.530083
6,7,0.069237,-0.529244
6,7,0.07175,-0.524646
6,7,0.075439,-0.524889
6,7,0.07475,-0.527042
6,7,0.077358,-0.526374
6,7,0.079252,-0.521488
6,7,0.081399,-0.522245
6,7,0.081655,-0.524279
6,7,0.085434,-0.524531
6,7,0.085998,-0.522754
6,7,0.088926,-0.519716
6,7,0.089506,-0.518435
6,7,0.091971,-0.51973
6,7,0.095563,-0.518098
6,7,0.09836,-0.518374
6,7,0.100005,-0.519882
6,7,0.09971,-0.52528
6,7,0.103121,-0.52533
6,7,0.102989,-0.527219
6,7,0.101455,-0.52802
6,7,0.101952,-0.530049
6,7,0.101388,-0.533042
6,7,0.098448,-0.535894
6,7,0.096309,-0.540224
6,7,0.097237,-0.542104
